Ryan Doumit,1.1,0.27,40.0,0.005499999970197678,42.0,0.005238095209712074,10.0,0.02199999988079071,0.0,0.0,1.1,0.19999999891627918
Tim Federowicz,1.0,0.231,16.0,0.012500000186264515,15.0,0.013333333532015483,3.0,0.06666666766007741,0.0,0.0,0.3,0.6666666766007742
John Buck,1.1,0.215,16.0,0.013749999925494194,16.0,0.013749999925494194,5.0,0.04399999976158142,1.0,0.2199999988079071,0.5,0.4399999976158142
Miguel Montero,1.1,0.269,62.0,0.0035483870775468887,68.0,0.003235294100116281,15.0,0.014666666587193808,0.0,0.0,3.5,0.06285714251654488
Geovany Soto,1.0,0.244,47.0,0.004255319212345367,52.0,0.0038461539034660044,14.0,0.014285714498588018,1.0,0.20000000298023224,2.2,0.09090909226374191
Yadier Molina,15.4,0.308,66.0,0.0466666655106978,74.0,0.04162162059062236,14.0,0.21999999455043248,4.0,0.7699999809265137,5.8,0.5310344696044922
Wilson Ramos,1.7,0.273,57.0,0.005964912343443486,62.0,0.00548387102542385,18.0,0.01888888908757104,0.0,0.0,3.2,0.10625000111758709
Tony Cruz,1.0,0.243,9.0,0.022222222553359136,10.0,0.020000000298023225,1.0,0.20000000298023224,0.0,0.0,0.1,2.0000000298023224
Carlos Ruiz,1.4,0.275,43.0,0.006511627934699835,47.0,0.005957446833874317,7.0,0.040000000170298984,2.0,0.14000000059604645,2.8,0.10000000042574747
Jarrod Saltalamacchia,1.2,0.247,55.0,0.004363636537031694,59.0,0.004067796771809206,16.0,0.015000000596046448,4.0,0.06000000238418579,2.6,0.09230769597567044
Salvador Perez,5.4,0.3,63.0,0.017142857824053084,70.0,0.015428572041647775,15.0,0.07200000286102295,0.0,0.0,4.7,0.22978724317347748
Jason Castro,1.7,0.272,64.0,0.0053125000558793545,74.0,0.004594594642922685,17.0,0.020000000210369333,2.0,0.17000000178813934,4.5,0.07555555635028416
John Jaso,1.0,0.271,47.0,0.004255319212345367,55.0,0.003636363690549677,7.0,0.028571428997176036,4.0,0.05000000074505806,2.3,0.08695652303488359
Wilin Rosario,8.8,0.28,71.0,0.02478873226004587,77.0,0.02285714273328905,25.0,0.07039999961853027,4.0,0.4399999976158142,2.1,0.8380952335539318
Yan Gomes,1.3,0.269,51.0,0.00509803902869131,56.0,0.004642856972558158,14.0,0.018571427890232632,3.0,0.08666666348775227,3.6,0.0722222195731269
Josh Thole,1.0,0.243,16.0,0.012500000186264515,15.0,0.013333333532015483,1.0,0.20000000298023224,0.0,0.0,0.4,0.5000000074505806
Dioner Navarro,1.3,0.272,41.0,0.006341463182030655,45.0,0.005777777565850152,10.0,0.025999999046325682,1.0,0.25999999046325684,2.0,0.12999999523162842
A.J. Ellis,1.0,0.253,48.0,0.004166666728754838,51.0,0.003921568685886907,9.0,0.022222222553359136,0.0,0.0,2.9,0.0689655182690456
Derek Norris,1.0,0.259,47.0,0.004255319212345367,51.0,0.003921568685886907,12.0,0.016666666915019352,5.0,0.04000000059604645,3.1,0.0645161299936233
Gerald Laird,1.0,0.259,16.0,0.012500000186264515,16.0,0.012500000186264515,1.0,0.20000000298023224,1.0,0.20000000298023224,0.7,0.28571428997176035
Francisco Cervelli,1.0,0.248,20.0,0.010000000149011612,19.0,0.010526315946328012,4.0,0.05000000074505806,1.0,0.20000000298023224,0.7,0.28571428997176035
Tony Sanchez,1.0,0.25,12.0,0.016666666915019352,13.0,0.015384615613864018,3.0,0.06666666766007741,0.0,0.0,0.6,0.3333333383003871
Matt Wieters,3.3,0.254,64.0,0.010312499478459358,68.0,0.009705881862079395,21.0,0.03142856983911423,3.0,0.21999998887379965,3.8,0.1736842017424734
Brian McCann,9.2,0.264,74.0,0.024864863704990695,82.0,0.02243902334352819,26.0,0.07076922746805045,1.0,1.8399999141693115,4.3,0.42790695678356083
A.J. Pierzynski,1.3,0.27,52.0,0.004999999816601093,56.0,0.004642856972558158,15.0,0.017333332697550455,0.0,0.0,2.0,0.12999999523162842
Buster Posey,23.3,0.308,78.0,0.05974358778733473,83.0,0.05614457647484469,18.0,0.2588888804117839,4.0,1.1649999618530273,6.7,0.6955223652853895
Josmil Pinto,1.0,0.274,53.0,0.0037735849618911743,58.0,0.00344827591345228,14.0,0.014285714498588018,0.0,0.0,2.8,0.07142857249294009
Hector Sanchez,1.0,0.264,20.0,0.010000000149011612,21.0,0.009523809665725344,3.0,0.06666666766007741,0.0,0.0,0.7,0.28571428997176035
Russell Martin,1.3,0.233,56.0,0.004642856972558158,60.0,0.004333333174387614,16.0,0.016249999403953552,8.0,0.032499998807907104,3.9,0.06666666422134791
Anthony Recker,1.0,0.213,14.0,0.014285714498588018,15.0,0.013333333532015483,4.0,0.05000000074505806,0.0,0.0,0.3,0.6666666766007742
Jonathan Lucroy,5.2,0.286,69.0,0.015072463215261267,77.0,0.013506493011078277,17.0,0.06117646834429573,5.0,0.20799999237060546,4.6,0.226086948228919
Alex Avila,1.2,0.254,53.0,0.004528302066731003,57.0,0.004210526483100757,13.0,0.01846153919513409,1.0,0.24000000953674316,2.9,0.0827586239781873
Yasmani Grandal,1.0,0.272,48.0,0.004166666728754838,52.0,0.0038461539034660044,10.0,0.020000000298023225,0.0,0.0,3.7,0.05405405485952222
Chris Iannetta,1.0,0.235,47.0,0.004255319212345367,48.0,0.004166666728754838,10.0,0.020000000298023225,1.0,0.20000000298023224,2.5,0.0800000011920929
J.P. Arencibia,1.1,0.218,32.0,0.006874999962747097,33.0,0.00666666663054264,12.0,0.01833333323399226,0.0,0.0,-0.1,-2.199999988079071
