Alexei Ramirez|2.1|53.0|0.007924528054471285|60.0|0.006999999781449636|10.0|0.04199999868869782|21.0|0.019999999375570388
Pedro Florimon|0.0|40.0|0.0|37.0|0.0|5.0|0.0|13.0|0.0
Xander Bogaerts|4.3|70.0|0.012285714490073069|76.0|0.011315789661909404|17.0|0.05058823613559499|8.0|0.10750000178813934
Maicer Izturis|0.0|33.0|0.0|34.0|0.0|6.0|0.0|5.0|0.0
Tyler Pastornicky|0.0|21.0|0.0|22.0|0.0|2.0|0.0|6.0|0.0
Jhonny Peralta|1.5|60.0|0.005000000198682149|65.0|0.004615384798783522|14.0|0.021428572280066355|4.0|0.07500000298023224
Ian Desmond|24.5|79.0|0.06202531766287888|89.0|0.05505618084682507|22.0|0.22272727706215598|24.0|0.20416667064030966
Elvis Andrus|15.2|53.0|0.057358489846283535|56.0|0.054285713604518344|4.0|0.7599999904632568|38.0|0.0799999989961323
Elliot Johnson|0.0|12.0|0.0|12.0|0.0|1.0|0.0|9.0|0.0
Brendan Ryan|0.0|18.0|0.0|16.0|0.0|2.0|0.0|3.0|0.0
Everth Cabrera|9.5|75.0|0.025333333015441894|44.0|0.04318181763995777|4.0|0.4749999940395355|55.0|0.03454545411196622
Omar Quintanilla|0.0|7.0|0.0|7.0|0.0|0.0|NaN|1.0|0.0
Adeiny Hechavarria|0.0|44.0|0.0|44.0|0.0|6.0|0.0|13.0|0.0
J.J. Hardy|3.6|66.0|0.010909090439478556|71.0|0.010140844633881475|22.0|0.03272727131843567|2.0|0.35999998450279236
Jean Segura|24.4|87.0|0.056091955338401354|61.0|0.08000000187608063|12.0|0.40666667620340985|42.0|0.11619047891525995
Andrelton Simmons|3.8|62.0|0.012258064362310594|67.0|0.011343283439750102|14.0|0.054285713604518344|10.0|0.07599999904632568
Munenori Kawasaki|0.0|20.0|0.0|18.0|0.0|1.0|0.0|5.0|0.0
Troy Tulowitzki|34.7|91.0|0.07626373689253252|97.0|0.07154639234247896|27.0|0.2570370391563133|5.0|1.3880000114440918
Derek Jeter|1.6|57.0|0.005614034962235836|48.0|0.006666666517655055|7.0|0.0457142846924918|6.0|0.05333333214124044
Zack Cozart|1.4|57.0|0.0049122807226682965|59.0|0.004745762732069371|14.0|0.020000000085149492|4.0|0.07000000029802322
Javier Baez|1.0|22.0|0.009090909226374193|24.0|0.008333333457509676|7.0|0.028571428997176036|6.0|0.033333333830038704
Pete Kozma|0.0|16.0|0.0|16.0|0.0|2.0|0.0|4.0|0.0
Starlin Castro|10.1|86.0|0.02348837187123853|63.0|0.03206349176073831|12.0|0.16833333174387613|17.0|0.11882352828979492
Jose Iglesias|1.5|49.0|0.0061224492228761015|44.0|0.0068181820891120215|4.0|0.07500000298023224|12.0|0.025000000993410747
Ruben Tejada|0.0|36.0|0.0|40.0|0.0|2.0|0.0|6.0|0.0
Erick Aybar|1.0|45.0|0.004444444510671827|51.0|0.003921568685886907|6.0|0.033333333830038704|18.0|0.011111111276679568
Clint Barmes|0.0|16.0|0.0|16.0|0.0|3.0|0.0|0.0|NaN
Brad Miller|1.3|71.0|0.0036619716966655893|72.0|0.003611110978656345|16.0|0.016249999403953552|14.0|0.018571427890232632
Didi Gregorius|0.0|38.0|0.0|38.0|0.0|6.0|0.0|2.0|0.0
Stephen Drew|1.0|54.0|0.0037037037588931896|58.0|0.00344827591345228|12.0|0.016666666915019352|4.0|0.05000000074505806
Asdrubal Cabrera|6.6|59.0|0.0223728802244542|67.0|0.019701491540937283|15.0|0.08799999554951986|11.0|0.11999999393116344
Jimmy Rollins|1.9|57.0|0.006666666583011025|55.0|0.006909090822393244|11.0|0.03454545411196622|20.0|0.01899999976158142
Josh Rutledge|1.2|45.0|0.005333333545260959|51.0|0.004705882539936141|10.0|0.024000000953674317|12.0|0.020000000794728596
Daniel Descalso|1.5|20.0|0.015000000596046448|22.0|0.013636364178224043|2.0|0.15000000596046448|4.0|0.07500000298023224
Eduardo Nunez|0.0|35.0|0.0|35.0|0.0|5.0|0.0|19.0|0.0
Jose Reyes|24.8|91.0|0.054505494924692005|56.0|0.08857142925262451|12.0|0.41333333651224774|29.0|0.17103448407403354
Jonathan Villar|1.1|44.0|0.00499999997290698|44.0|0.00499999997290698|5.0|0.04399999976158142|37.0|0.005945945913727219
Alcides Escobar|1.0|48.0|0.004166666728754838|44.0|0.004545454613187097|5.0|0.04000000059604645|26.0|0.007692307806932009
Hanley Ramirez|36.7|83.0|0.08843373677816736|82.0|0.08951219698277915|23.0|0.3191304414168648|16.0|0.45875000953674316
Jordy Mercer|1.7|53.0|0.006415094407099598|58.0|0.005862069027177219|11.0|0.030909091234207153|7.0|0.04857142908232553
Brian Dozier|0.0|60.0|0.0|64.0|0.0|14.0|0.0|14.0|0.0
Brandon Crawford|1.0|46.0|0.004347826151744179|49.0|0.004081632713882291|8.0|0.02500000037252903|4.0|0.05000000074505806
Yunel Escobar|1.0|51.0|0.003921568685886907|57.0|0.0035087719821093374|9.0|0.022222222553359136|5.0|0.04000000059604645
Joaquin Arias|0.0|24.0|0.0|24.0|0.0|2.0|0.0|3.0|0.0
Jed Lowrie|2.8|64.0|0.008750000037252903|66.0|0.008484848520972511|14.0|0.040000000170298984|4.0|0.14000000059604645
